Protein-coding Genes,High Temp log2FC,High Temp FDR,,,,,,,
YKL059C,0.246848395,0.094892997,,,,,,,
YPL046C,0.367218627,0.070918358,,,,,,,
YPL103C,-0.295363896,0.097293948,,,,,,,
YOR281C,-0.268595387,0.09668676,,,,,,,
YDL230W,0.377703075,0.07613766,,,,,,,
YGR208W,-0.522337193,0.060912267,,,,,,,
YIL063C,0.383552605,0.077585856,,,,,,,
YNL222W,0.274174698,0.098622177,,,,,,,
YDR145W,0.379642625,0.078201063,,,,,,,
YMR234W,0.320274029,0.038553313,,,,,,,
YOR150W,-0.442453416,0.079637416,,,,,,,
YKL203C,0.287284532,0.075988476,,,,,,,
YDR477W,0.272926926,0.094882216,,,,,,,
YKL012W,0.315274485,0.088601847,,,,,,,
YPL178W,-0.629127656,0.078486579,,,,,,,
YOR261C,-0.475593532,0.087134371,,,,,,,
YML042W,0.366047253,0.082618861,,,,,,,
YOR006C,0.4034535,0.08182519,,,,,,,
YKR093W,0.552516541,0.024644001,,,,,,,
YGL067W,-0.382752791,0.08182519,,,,,,,
YDR489W,-0.37451546,0.050538908,,,,,,,
YCR036W,0.358122669,0.088122404,,,,,,,
YNL207W,0.43743456,0.07613766,,,,,,,
YHR085W,-0.572291383,0.062459421,,,,,,,
YER042W,-0.463569056,0.087134371,,,,,,,
YOR002W,-0.333317355,0.089584318,,,,,,,
YIL046W,0.299990548,0.103012421,,,,,,,
YGL040C,-0.339187347,0.087562144,,,,,,,
YBR260C,0.252373807,0.082548348,,,,,,,
YMR227C,0.406848332,0.085982064,,,,,,,
YDL126C,-0.293098489,0.12075026,,,,,,,
YHR175W,-0.278455884,0.050481317,,,,,,,
YNL252C,-0.30084078,0.08182519,,,,,,,
YDR333C,-0.329241472,0.077585856,,,,,,,
YHR116W,0.33701844,0.065782744,,,,,,,
YLR019W,0.375823957,0.078725573,,,,,,,
YFL030W,-0.331308255,0.075756868,,,,,,,
YPR141C,0.252207012,0.103876583,,,,,,,
YDL091C,0.263198576,0.096518716,,,,,,,
YOR251C,-0.263404409,0.087086452,,,,,,,
YER151C,0.45946971,0.083070539,,,,,,,
YOR257W,0.469928757,0.070808999,,,,,,,
YAL041W,0.323046219,0.0903363,,,,,,,
YML049C,0.234512047,0.112996223,,,,,,,
YCL008C,0.395115057,0.064788946,,,,,,,
YGL220W,0.392267975,0.069936795,,,,,,,
YJR065C,-0.408024049,0.091818625,,,,,,,
YNL124W,0.62748824,0.081117608,,,,,,,
YLR362W,0.274396196,0.098400938,,,,,,,
YML036W,-0.434759573,0.08691902,,,,,,,
YLR304C,-0.505895502,0.087299554,,,,,,,
YER068W,0.406784845,0.082548348,,,,,,,
YJR084W,-0.266751026,0.113201356,,,,,,,
YAL033W,0.583061929,0.079033853,,,,,,,
YOR216C,0.397724498,0.080820172,,,,,,,
YLR147C,0.525248473,0.067771449,,,,,,,
YNR054C,0.584712132,0.088044512,,,,,,,
YLL031C,0.348513193,0.0903363,,,,,,,
YER020W,0.470514689,0.091798897,,,,,,,
YOL080C,-0.407702075,0.076328567,,,,,,,
YDR284C,-0.609182883,0.086715797,,,,,,,
YEL042W,-0.353110373,0.098583017,,,,,,,
YCR097W,0.290730252,0.08182519,,,,,,,
YPL107W,0.337680997,0.097472806,,,,,,,
YFL046W,0.478996641,0.085462019,,,,,,,
YBR111C,-0.25014272,0.121607513,,,,,,,
YDR379C-A,0.301923791,0.056492038,,,,,,,
YKR038C,0.262076205,0.097839775,,,,,,,
YNL048W,-0.334932437,0.097929128,,,,,,,
YJL203W,0.445787748,0.08281503,,,,,,,
YML012W,-0.25947386,0.112796653,,,,,,,
YOR278W,-0.311633414,0.108557516,,,,,,,
YNL039W,0.287933272,0.100238014,,,,,,,
YNL071W,-0.373878661,0.103282958,,,,,,,
YEL052W,-0.299549345,0.082661685,,,,,,,
YGL216W,0.360237245,0.072032668,,,,,,,
YDR115W,-0.574143839,0.092339417,,,,,,,
YER163C,0.266842928,0.103383371,,,,,,,
YJR074W,0.354514955,0.06143084,,,,,,,
YDL064W,-0.243188486,0.12077378,,,,,,,
YMR012W,-0.260745014,0.134813646,,,,,,,
YIL143C,0.21529139,0.135176887,,,,,,,
YDR141C,0.243604165,0.112351091,,,,,,,
YGR188C,0.380574149,0.093907639,,,,,,,
YDR359C,0.383262232,0.081117608,,,,,,,
YGR046W,0.306973848,0.115412417,,,,,,,
YKL058W,-0.412750643,0.075327909,,,,,,,
YNR041C,-0.278537945,0.108630785,,,,,,,
YLL009C,0.374660765,0.095964535,,,,,,,
YJR045C,-0.422481379,0.105899043,,,,,,,
YDR410C,-0.333220002,0.08555198,,,,,,,
YNL200C,0.324655914,0.103876583,,,,,,,
YAL032C,0.327811126,0.101652372,,,,,,,
YOR116C,-0.259155589,0.116221212,,,,,,,
YDR394W,-0.260992882,0.144129562,,,,,,,
YDR363W-A,0.55729852,0.101053379,,,,,,,
YCL017C,-0.338654236,0.115941542,,,,,,,
YOR161C,-0.546779251,0.046566404,,,,,,,
YLR117C,0.266839386,0.081031978,,,,,,,
YML018C,-0.313916789,0.114699814,,,,,,,
YHR075C,0.398097891,0.092700767,,,,,,,
YKL009W,-0.328610658,0.089408064,,,,,,,
YPL169C,0.284513791,0.096040194,,,,,,,
YCL057W,-0.370490764,0.12000515,,,,,,,
YIL033C,0.340761799,0.121419974,,,,,,,
YLR244C,-0.353482737,0.113606895,,,,,,,
YPR023C,0.227639208,0.137711503,,,,,,,
YIL104C,-0.33014242,0.11888993,,,,,,,
YLR025W,0.374460434,0.113137613,,,,,,,
YLR060W,-0.289162934,0.116325675,,,,,,,
YPL094C,-0.22785084,0.125236147,,,,,,,
YDR044W,-0.288612584,0.085394683,,,,,,,
YDR211W,-0.489919049,0.025680582,,,,,,,
YGL232W,-0.296585053,0.110510201,,,,,,,
YOR241W,-0.287069187,0.123305009,,,,,,,
YPL138C,0.350350048,0.115941542,,,,,,,
YNL274C,-0.818362937,0.028655556,,,,,,,
YBL037W,0.214994553,0.124394699,,,,,,,
YKR070W,-0.391423328,0.112243865,,,,,,,
YAR007C,-0.225420885,0.14863077,,,,,,,
YGR173W,-0.340941408,0.103065503,,,,,,,
YCL033C,-0.356613265,0.088332619,,,,,,,
YDR109C,0.262568371,0.114548408,,,,,,,
YPL051W,-0.321377987,0.089408064,,,,,,,
YMR079W,-0.313190357,0.112351091,,,,,,,
YKR056W,-0.253461081,0.098400938,,,,,,,
YNL153C,0.44157509,0.091460441,,,,,,,
YDR265W,0.259901606,0.125236147,,,,,,,
YNR020C,0.457444167,0.1118217,,,,,,,
YDR337W,-0.248184873,0.125696821,,,,,,,
YML004C,-0.399236337,0.084495217,,,,,,,
YGR116W,-0.283586696,0.129009968,,,,,,,
YNL182C,-0.320233843,0.092464765,,,,,,,
YJL031C,-0.230524889,0.1354418,,,,,,,
YKR099W,0.298885605,0.062225515,,,,,,,
YLR189C,0.225117782,0.140034498,,,,,,,
YKL217W,-0.363967088,0.055779816,,,,,,,
YJL080C,-0.350740065,0.132104784,,,,,,,
YBR088C,-0.51478939,0.097466372,,,,,,,
YPL059W,-0.421929376,0.114552859,,,,,,,
YER049W,-0.333718063,0.117189874,,,,,,,
YOR123C,0.432197073,0.121478184,,,,,,,
YCR057C,-0.294679715,0.0903363,,,,,,,
YOL086W-A,0.348146899,0.118245484,,,,,,,
YGL054C,-0.462152076,0.121478184,,,,,,,
YBR251W,-0.202574828,0.144655091,,,,,,,
YMR077C,0.300432068,0.113137613,,,,,,,
YIL160C,0.301048008,0.141580841,,,,,,,
YPL069C,0.314475691,0.0867283,,,,,,,
YBR196C,-0.487593223,0.120944054,,,,,,,
YJR036C,0.291520276,0.119576829,,,,,,,
YGR262C,0.510402369,0.113572535,,,,,,,
YHR077C,0.260854161,0.124826534,,,,,,,
YPL123C,0.265290616,0.11731311,,,,,,,
YPL043W,-0.335514832,0.118193254,,,,,,,
YKL024C,-0.435501824,0.109296863,,,,,,,
YMR259C,-0.276877386,0.132809193,,,,,,,
YNL241C,-0.278727953,0.15236169,,,,,,,
YDR057W,0.226111626,0.146524558,,,,,,,
YPL199C,-0.27677824,0.123358933,,,,,,,
YMR243C,-0.315229532,0.130666755,,,,,,,
YML021C,0.343106601,0.121478184,,,,,,,
YOR362C,-0.240243713,0.162949244,,,,,,,
YBR220C,-0.277394452,0.135176887,,,,,,,
YCR071C,0.384241261,0.127404848,,,,,,,
YPR045C,0.278555765,0.138010231,,,,,,,
YKL002W,-0.23844235,0.133207795,,,,,,,
YML046W,-0.301402489,0.144129562,,,,,,,
YGL018C,0.235676819,0.158636378,,,,,,,
YFR028C,0.281214889,0.118882743,,,,,,,
YGR185C,-0.262810061,0.114751175,,,,,,,
YIL110W,-0.386831076,0.098583017,,,,,,,
YOR187W,-0.319840217,0.14237709,,,,,,,
YHR088W,0.601856103,0.114044686,,,,,,,
YOR265W,0.37977106,0.121478184,,,,,,,
YDR405W,0.33739542,0.132809193,,,,,,,
YLR289W,0.263796341,0.136540505,,,,,,,
YDL072C,-0.317587081,0.13232643,,,,,,,
YHR201C,0.432216877,0.127879005,,,,,,,
YDR267C,-0.238804028,0.121478184,,,,,,,
YIL044C,-0.246584841,0.151396598,,,,,,,
YDL201W,-0.268752482,0.081099766,,,,,,,
YJL140W,0.386115532,0.140803402,,,,,,,
YAL021C,0.390418597,0.135000477,,,,,,,
YDL103C,-0.341861676,0.140967893,,,,,,,
YJL172W,0.265299444,0.089330301,,,,,,,
YPL091W,-0.390862473,0.119563654,,,,,,,
YOL069W,0.279510651,0.114163131,,,,,,,
YJL050W,-0.275875166,0.134286863,,,,,,,
YML094W,-0.229589194,0.134856388,,,,,,,
YKL135C,-0.240911022,0.14777363,,,,,,,
YPR073C,-0.541323363,0.12484941,,,,,,,
YDL165W,-0.320150298,0.133207795,,,,,,,
YBR087W,-0.373557707,0.145416427,,,,,,,
YIL064W,0.436076004,0.124999611,,,,,,,
YMR235C,-0.216682932,0.1730998,,,,,,,
YDR299W,-0.264031369,0.133118274,,,,,,,
YLR151C,0.289514317,0.136653898,,,,,,,
YPR019W,0.216644667,0.161441973,,,,,,,
YKL145W,-0.233810652,0.194777593,,,,,,,
YGR063C,-0.273831899,0.152201328,,,,,,,
YER107C,-0.433753147,0.131013539,,,,,,,
YBR037C,0.238203194,0.159390535,,,,,,,
YDR519W,-0.20862696,0.125236147,,,,,,,
YDR243C,-0.48482814,0.044460548,,,,,,,
YLR323C,0.404664434,0.11731311,,,,,,,
YGR211W,-0.225482594,0.176900916,,,,,,,
YLL036C,-0.201880207,0.16922921,,,,,,,
YGL171W,-0.322234568,0.148363768,,,,,,,
YER087W,0.211325152,0.183583259,,,,,,,
YDR404C,-0.377446968,0.130666755,,,,,,,
YER029C,0.431552878,0.138759111,,,,,,,
YPR088C,-0.196248141,0.192380198,,,,,,,
YPR183W,-0.243079732,0.107111995,,,,,,,
YNL135C,-0.239758445,0.183555476,,,,,,,
YBR231C,0.406412371,0.137904268,,,,,,,
YCL064C,-1.227032633,0.017812603,,,,,,,
YMR201C,0.287965963,0.122954788,,,,,,,
YPL227C,-0.240240371,0.165211256,,,,,,,
YIL022W,0.375000637,0.158503303,,,,,,,
YDL098C,0.368354878,0.126320582,,,,,,,
YBR041W,-0.185620477,0.187513665,,,,,,,
YDR452W,0.284009359,0.175033074,,,,,,,
YAL044C,-0.283816577,0.114552859,,,,,,,
YNL005C,-0.223767359,0.175108053,,,,,,,
YNL259C,-0.810484691,0.138186886,,,,,,,
YNL308C,0.526729576,0.14163424,,,,,,,
YKL001C,-0.290362025,0.154085197,,,,,,,
YNR006W,0.223548334,0.179369295,,,,,,,
YEL012W,0.238638515,0.193449722,,,,,,,
YDL135C,0.331210696,0.162628755,,,,,,,
YPL147W,0.24307001,0.165974396,,,,,,,
YPL235W,-0.23683259,0.166432177,,,,,,,
YGL221C,0.329614043,0.149996004,,,,,,,
YDL195W,0.298343457,0.166414462,,,,,,,
YOR141C,0.209238257,0.18415187,,,,,,,
YJL194W,0.293924683,0.141904024,,,,,,,
YDL051W,-0.234675653,0.167949232,,,,,,,
YBL013W,0.423841279,0.072407003,,,,,,,
YER021W,-0.272388211,0.19796621,,,,,,,
YLR410W,0.190970146,0.196820092,,,,,,,
YMR048W,0.313774734,0.154903394,,,,,,,
YDL174C,-0.230561911,0.209784711,,,,,,,
YGL115W,-0.463700187,0.155718916,,,,,,,
YER019W,-0.262190124,0.140806405,,,,,,,
YBL026W,-0.419085043,0.156115385,,,,,,,
YBR202W,0.191719727,0.214809344,,,,,,,
YJR141W,-0.580874738,0.143103994,,,,,,,
YHR065C,-0.24215939,0.151157306,,,,,,,
YLR399C,0.353633429,0.162325868,,,,,,,
YGR145W,-0.248705868,0.145665572,,,,,,,
YPL030W,-0.283839861,0.168373306,,,,,,,
YLR106C,0.283645297,0.139804253,,,,,,,
YGL238W,-0.405368164,0.163792868,,,,,,,
YPL195W,0.222921857,0.183555476,,,,,,,
YAR018C,0.331965754,0.157242898,,,,,,,
YHR111W,-0.298576085,0.160470092,,,,,,,
YOR210W,-0.397347499,0.151070592,,,,,,,
YPR184W,0.299523576,0.147441245,,,,,,,
YPL222W,0.319634241,0.178077516,,,,,,,
YJR070C,-0.27893162,0.161043621,,,,,,,
YJL100W,0.226954474,0.187653908,,,,,,,
YNR038W,0.25349761,0.17701169,,,,,,,
YDL178W,-0.240660286,0.193464069,,,,,,,
YER112W,0.349430487,0.165987008,,,,,,,
YJL126W,-0.34168143,0.157286172,,,,,,,
YML032C,0.303903899,0.164092418,,,,,,,
YGL068W,-0.239206194,0.171358274,,,,,,,
YGR244C,0.258176769,0.211023095,,,,,,,
YMR027W,0.228366043,0.209266946,,,,,,,
YJL115W,0.435833631,0.165974396,,,,,,,
YDR434W,-0.303852045,0.171879783,,,,,,,
YOL125W,0.308943112,0.129399787,,,,,,,
YLL018C-A,0.321532168,0.157216717,,,,,,,
YER159C,0.619024286,0.163295971,,,,,,,
YGR119C,0.272355845,0.187513665,,,,,,,
YDR529C,0.327249127,0.19461097,,,,,,,
YML068W,0.31255518,0.072719035,,,,,,,
YPL008W,0.190389963,0.197093086,,,,,,,
YOR201C,-0.200756058,0.177803266,,,,,,,
YGL167C,-0.198224471,0.225249609,,,,,,,
YML035C,0.175263079,0.213576683,,,,,,,
YER078C,-0.230841882,0.180896604,,,,,,,
YER134C,0.236840944,0.186643767,,,,,,,
YDR294C,-0.250684807,0.192108591,,,,,,,
YDR013W,-0.556937105,0.130666755,,,,,,,
YOR077W,0.363006301,0.115941542,,,,,,,
YHL031C,0.268364599,0.18415214,,,,,,,
YKL113C,-0.204384999,0.200417643,,,,,,,
YKR009C,0.259910769,0.159149763,,,,,,,
YPR079W,0.389062212,0.114848002,,,,,,,
YGR098C,0.25040468,0.150729966,,,,,,,
YLR277C,-0.306837049,0.147026609,,,,,,,
YGL191W,-0.243995204,0.215749921,,,,,,,
YER148W,0.199956987,0.191945641,,,,,,,
YFL034W,0.302524361,0.183398792,,,,,,,
YIR004W,0.294598941,0.178504932,,,,,,,
YBR247C,-0.242777442,0.193761934,,,,,,,
YLR212C,-0.188524881,0.194017107,,,,,,,
YDR301W,0.230074197,0.206149185,,,,,,,
YJR001W,-0.208912283,0.163792868,,,,,,,
YOR168W,-0.380659208,0.186517015,,,,,,,
YKR095W-A,-0.334978583,0.189513729,,,,,,,
YPR105C,-0.233388484,0.180958017,,,,,,,
YBR254C,-0.306826855,0.19527481,,,,,,,
YHL030W,-0.274655923,0.189954008,,,,,,,
YOL114C,0.475807718,0.133207795,,,,,,,
YLR243W,-0.224578215,0.156038079,,,,,,,
YGR183C,-0.311295005,0.193464069,,,,,,,
YGL065C,-0.277595622,0.204899999,,,,,,,
YHR168W,0.237222778,0.165235563,,,,,,,
YLR201C,-0.256989841,0.205779225,,,,,,,
YDR172W,-0.24076625,0.228248502,,,,,,,
YKL151C,0.438923834,0.188235483,,,,,,,
YGL137W,-0.213713322,0.231993879,,,,,,,
YER136W,-0.206779642,0.255969459,,,,,,,
YLR097C,-0.26833424,0.165054014,,,,,,,
YEL044W,0.34916253,0.186506313,,,,,,,
YMR075W,0.182595154,0.206149185,,,,,,,
YBL088C,0.279317626,0.194822087,,,,,,,
YOR194C,0.495926812,0.1848294,,,,,,,
YPR040W,0.291828342,0.170827386,,,,,,,
YNR007C,0.287031654,0.193761934,,,,,,,
YPR108W,-0.203093246,0.256892985,,,,,,,
YPL098C,0.197510227,0.167689854,,,,,,,
YDR320C,0.216922134,0.15405643,,,,,,,
YCR024C,0.317214436,0.198519926,,,,,,,
YDL156W,0.270051433,0.212721536,,,,,,,
YLR241W,0.179689178,0.259055911,,,,,,,
YGR218W,0.18872576,0.258965478,,,,,,,
YOL145C,0.242141291,0.217854406,,,,,,,
YNR015W,0.264915032,0.139133442,,,,,,,
YGL244W,0.332244586,0.205786093,,,,,,,
YOR356W,-0.20384977,0.258255881,,,,,,,
YDR407C,0.181430117,0.196295752,,,,,,,
YPL209C,0.330925996,0.16163525,,,,,,,
YGR009C,0.267417891,0.211612505,,,,,,,
YNL261W,-0.236531311,0.20504014,,,,,,,
YPL242C,0.179236163,0.217280793,,,,,,,
YPL096W,0.180396436,0.239248257,,,,,,,
YAL042W,-0.209417092,0.234126444,,,,,,,
YMR211W,-0.303719909,0.204456509,,,,,,,
YJL063C,0.282509192,0.204587142,,,,,,,
YHR040W,0.459801848,0.179236716,,,,,,,
YMR244C-A,0.262602801,0.200373766,,,,,,,
YJL072C,-0.194560865,0.229967466,,,,,,,
YIR006C,0.23821691,0.224021139,,,,,,,
YDL185W,-0.381484972,0.206149185,,,,,,,
YDR435C,-0.383982234,0.179198555,,,,,,,
YOL144W,0.438507812,0.17462473,,,,,,,
YKR060W,0.267484883,0.211034391,,,,,,,
YBL105C,0.218587977,0.227620152,,,,,,,
YBR243C,-0.182362186,0.236000033,,,,,,,
YOR136W,-0.315117223,0.17898562,,,,,,,
YGR003W,0.205795814,0.183555476,,,,,,,
YGL201C,0.170996988,0.232217854,,,,,,,
YOR154W,0.232450063,0.202016321,,,,,,,
YDL055C,-0.433205708,0.210666033,,,,,,,
YKR071C,-0.285044569,0.227698624,,,,,,,
YBR291C,-0.286786431,0.141960104,,,,,,,
YBR055C,0.218576191,0.18415187,,,,,,,
YMR150C,-0.267817758,0.217854406,,,,,,,
YNL024C,-0.787153376,0.119265277,,,,,,,
YNL287W,-0.287101049,0.229967466,,,,,,,
YGL242C,0.284010787,0.217261046,,,,,,,
YJL187C,0.184962516,0.239386477,,,,,,,
YOR341W,-0.320084614,0.216737088,,,,,,,
YJR135W-A,-0.665847172,0.20291048,,,,,,,
YCR075C,-0.369498003,0.176968637,,,,,,,
YBR017C,0.169360795,0.257350162,,,,,,,
YIL038C,0.215572482,0.230065436,,,,,,,
YBR228W,0.233058461,0.20234197,,,,,,,
YOR046C,-0.213294814,0.219632021,,,,,,,
YPR029C,0.196470043,0.244943319,,,,,,,
YLR459W,-0.251347988,0.234808668,,,,,,,
YPR175W,0.265131332,0.107044542,,,,,,,
YNL041C,0.177232609,0.227486869,,,,,,,
YOL005C,0.392462264,0.204254646,,,,,,,
YEL032W,0.197513098,0.240185097,,,,,,,
YHR176W,-0.224023353,0.2346494,,,,,,,
YDL240W,-0.224315097,0.16234481,,,,,,,
YHR012W,0.199321804,0.215778319,,,,,,,
YPL154C,-0.238540171,0.258012012,,,,,,,
YPR180W,-0.275587564,0.227897847,,,,,,,
YGR187C,-0.210540373,0.211235696,,,,,,,
YGL143C,-0.27394669,0.196006844,,,,,,,
YOR359W,0.440858233,0.221760392,,,,,,,
YCR047C,0.5034095,0.215543078,,,,,,,
YDR392W,0.177789052,0.258873522,,,,,,,
YMR229C,-0.249268295,0.21054757,,,,,,,
YDR390C,0.228444799,0.219247836,,,,,,,
YGR101W,0.318713965,0.209569241,,,,,,,
YDR472W,-0.229825982,0.200373766,,,,,,,
YPL215W,-0.183626413,0.244435653,,,,,,,
YGL195W,-0.222401563,0.194017669,,,,,,,
YOR014W,0.174970029,0.293473026,,,,,,,
YGR152C,0.241197146,0.207885259,,,,,,,
YAL043C,0.185449621,0.240185097,,,,,,,
YDR236C,-0.330001769,0.137904268,,,,,,,
YGL159W,-0.310232253,0.19796621,,,,,,,
YDR204W,0.194032657,0.246397338,,,,,,,
YMR276W,0.303031121,0.23740841,,,,,,,
YBR035C,-0.205083501,0.238166023,,,,,,,
YMR212C,-0.274123024,0.236628763,,,,,,,
YER014W,0.241707823,0.224601394,,,,,,,
YGR278W,0.197850664,0.246397338,,,,,,,
YMR010W,-0.28618933,0.243173797,,,,,,,
YHR028C,-0.239034091,0.217361104,,,,,,,
YDR339C,-0.181962542,0.24821422,,,,,,,
YMR193W,0.258783112,0.237181344,,,,,,,
YER146W,-0.26408708,0.220351314,,,,,,,
YER172C,0.211371178,0.232140884,,,,,,,
YML110C,-0.220171645,0.258489975,,,,,,,
YGR007W,-0.171664404,0.253848121,,,,,,,
YOR048C,0.191409728,0.267770976,,,,,,,
YGL043W,0.171022662,0.252327653,,,,,,,
YJR014W,0.305719799,0.236000033,,,,,,,
YOR258W,0.2528042,0.173278256,,,,,,,
YGR112W,-0.19389309,0.234745787,,,,,,,
YJL069C,-0.240908373,0.193761934,,,,,,,
YLR170C,0.309429411,0.221907589,,,,,,,
YPL127C,-0.181056543,0.272428796,,,,,,,
YDR334W,0.193244039,0.265699605,,,,,,,
YLR251W,-0.288066771,0.17898562,,,,,,,
YER164W,0.181875008,0.2346494,,,,,,,
YOR175C,-0.200150038,0.281831793,,,,,,,
YLR259C,0.201761613,0.290177826,,,,,,,
YAL058W,-0.183004244,0.26411341,,,,,,,
YDR517W,0.182503836,0.257606943,,,,,,,
YLR087C,0.294571458,0.14453697,,,,,,,
YOL135C,0.303768982,0.256389535,,,,,,,
YLR088W,-0.229303572,0.249851519,,,,,,,
YBR133C,0.219791164,0.253646179,,,,,,,
YJR050W,0.206553732,0.254808849,,,,,,,
YGR155W,-0.295566286,0.27251268,,,,,,,
YDR152W,0.178934815,0.281299099,,,,,,,
YMR036C,0.219105651,0.219253445,,,,,,,
YML038C,-0.165194824,0.272428796,,,,,,,
YPR131C,-0.178433612,0.287441433,,,,,,,
YPL086C,-0.237239074,0.217903322,,,,,,,
YHR132C,-0.165566912,0.286463151,,,,,,,
YDR062W,0.186600766,0.297122319,,,,,,,
YKR025W,-0.249256672,0.265629889,,,,,,,
YPL006W,-0.225271971,0.216219367,,,,,,,
YPR182W,0.212764535,0.208401446,,,,,,,
YBR227C,-0.196513768,0.260201574,,,,,,,
YNL064C,-0.239603459,0.290465331,,,,,,,
YNL023C,-0.335387497,0.26655881,,,,,,,
YFL008W,0.158361322,0.295714711,,,,,,,
YMR269W,0.330844028,0.239204919,,,,,,,
YDL030W,0.338870343,0.26481891,,,,,,,
YGR031W,0.204862074,0.267949275,,,,,,,
YER100W,0.242886708,0.282341389,,,,,,,
YJL101C,-0.17007069,0.321420863,,,,,,,
YNL232W,0.317976608,0.253162052,,,,,,,
YKL035W,-0.263993558,0.183887981,,,,,,,
YOL075C,0.27752545,0.248713045,,,,,,,
YPR066W,-0.306334282,0.209266946,,,,,,,
YJL179W,0.285226198,0.27251268,,,,,,,
YGR178C,0.17011868,0.336561631,,,,,,,
YKL085W,-0.251279663,0.236182532,,,,,,,
YJR126C,0.159829852,0.309077852,,,,,,,
YPR133C,0.281036008,0.279320778,,,,,,,
YJR072C,-0.174125741,0.256622194,,,,,,,
YDR128W,0.165648306,0.26896297,,,,,,,
YIL034C,0.275777811,0.264188707,,,,,,,
YML067C,-0.212139476,0.28227763,,,,,,,
YPL167C,0.26701911,0.262776832,,,,,,,
YGR284C,-0.228408966,0.291633234,,,,,,,
YCR092C,0.179543253,0.274122506,,,,,,,
YJR040W,-0.333897998,0.248864622,,,,,,,
YGR024C,-0.338343993,0.267949275,,,,,,,
YER050C,0.237013528,0.285931448,,,,,,,
YDL168W,-0.192347413,0.275946089,,,,,,,
YGR058W,0.20382176,0.267553294,,,,,,,
YPR170W-B,-0.790045728,0.259654445,,,,,,,
YDR049W,0.203143892,0.268153258,,,,,,,
YNL262W,0.202382316,0.190276275,,,,,,,
YGL111W,0.227438777,0.274089044,,,,,,,
YIL007C,0.157063545,0.312991803,,,,,,,
YNL330C,-0.193780537,0.294831434,,,,,,,
YJL155C,0.147399984,0.335782605,,,,,,,
YEL038W,-0.412284513,0.248151857,,,,,,,
YJR116W,0.242391031,0.274098386,,,,,,,
YJR110W,-0.286797627,0.263268428,,,,,,,
YLR298C,0.21070577,0.274754599,,,,,,,
YBR142W,-0.235115157,0.271509579,,,,,,,
YGR083C,0.227999678,0.280071348,,,,,,,
YGR195W,-0.311767521,0.25404067,,,,,,,
YER061C,0.195582415,0.289920457,,,,,,,
YFL022C,-0.221846544,0.290465331,,,,,,,
YMR049C,-0.218640108,0.276380596,,,,,,,
YFL038C,-0.187171331,0.336080768,,,,,,,
YOR232W,-0.170612147,0.31624101,,,,,,,
YLR383W,0.163391018,0.281691541,,,,,,,
YLR275W,0.244279134,0.249386865,,,,,,,
YJL068C,-0.16976005,0.313446611,,,,,,,
YBR111W-A,-0.413691427,0.285510467,,,,,,,
YNL290W,0.194342932,0.239248257,,,,,,,
YDL108W,-0.194731336,0.259491695,,,,,,,
YGR006W,0.246758845,0.258536769,,,,,,,
YOL077C,-0.225102017,0.280003472,,,,,,,
YJR129C,0.22139972,0.29506427,,,,,,,
YOR196C,0.188132566,0.269927584,,,,,,,
YHR165C,0.175490478,0.290503437,,,,,,,
YEL013W,0.156923465,0.32271739,,,,,,,
YKL040C,-0.210297223,0.305464127,,,,,,,
YKL149C,0.14374617,0.322777048,,,,,,,
YNL326C,-0.279830758,0.300406718,,,,,,,
YKL210W,-0.172269426,0.363745782,,,,,,,
YHR079C,0.149450535,0.285931448,,,,,,,
YDL112W,-0.159843141,0.31257921,,,,,,,
YMR130W,-0.200878918,0.293003238,,,,,,,
YLR059C,0.155600176,0.338006224,,,,,,,
YHR171W,0.179513396,0.271363641,,,,,,,
YKL195W,0.216003211,0.338274261,,,,,,,
YDL120W,-0.203630045,0.222181777,,,,,,,
YDR364C,0.189833158,0.326466761,,,,,,,
YHR004C,0.179918098,0.284676201,,,,,,,
YDR283C,0.17604306,0.319378281,,,,,,,
YIL026C,0.149885892,0.304085354,,,,,,,
YPR094W,-0.235608974,0.322756203,,,,,,,
YOR207C,-0.204841067,0.312245794,,,,,,,
YLR318W,0.212325653,0.309077852,,,,,,,
YDL160C,0.178344256,0.305971569,,,,,,,
YGR280C,0.360692832,0.280465673,,,,,,,
YNR035C,-0.193555517,0.336080768,,,,,,,
YIL083C,-0.205689965,0.301811254,,,,,,,
YCR059C,0.199912107,0.286463151,,,,,,,
YMR013C,0.230644501,0.290177826,,,,,,,
YNL329C,0.142884202,0.320618084,,,,,,,
YDR242W,-0.417569389,0.220154648,,,,,,,
YIL047C,0.184593237,0.338006224,,,,,,,
YGR285C,-0.182853253,0.342431341,,,,,,,
YLR240W,0.159497957,0.309906427,,,,,,,
YGR252W,0.206615167,0.331774787,,,,,,,
YFL017W-A,-0.253434573,0.280193467,,,,,,,
YJR119C,0.151922186,0.303951258,,,,,,,
YNL265C,-0.188378648,0.339221354,,,,,,,
YAL025C,0.420330142,0.303406709,,,,,,,
YMR026C,-0.140495683,0.336331471,,,,,,,
YPR065W,0.34288695,0.297308058,,,,,,,
YNL317W,0.171725915,0.337692447,,,,,,,
YJR013W,0.173277013,0.291633234,,,,,,,
YPL259C,-0.148872107,0.326904923,,,,,,,
YBR154C,-0.156588014,0.346056473,,,,,,,
YKL193C,-0.334035414,0.306796959,,,,,,,
YGL122C,-0.186309841,0.300406718,,,,,,,
