Protein-coding Genes,High Temp log2FC,High Temp FDR,,,,,,,
YBR261C,0.040171807,0.898767049,,,,,,,
YJL074C,0.029754937,0.90472325,,,,,,,
YOR020C,-0.033993728,0.911995018,,,,,,,
YML059C,-0.026983758,0.898972774,,,,,,,
YGR091W,0.024546242,0.903977935,,,,,,,
YMR247C,-0.024524509,0.912331993,,,,,,,
YEL064C,0.034535704,0.906961795,,,,,,,
YLR022C,0.031554698,0.911002541,,,,,,,
YGL200C,-0.024836233,0.908538203,,,,,,,
YOR125C,0.024342751,0.916881054,,,,,,,
YNL113W,0.029442147,0.9026964,,,,,,,
YGL105W,-0.025178028,0.917632374,,,,,,,
YPL003W,-0.026838203,0.909280495,,,,,,,
YLL041C,-0.024273609,0.923469375,,,,,,,
YDL043C,-0.044984178,0.898749995,,,,,,,
YOR260W,-0.024523372,0.921108833,,,,,,,
YNL035C,-0.02104714,0.920215043,,,,,,,
YMR223W,0.030936538,0.914669848,,,,,,,
YNL250W,0.02372048,0.923445613,,,,,,,
YOR001W,0.018801716,0.926112216,,,,,,,
YLR195C,-0.021628761,0.921108833,,,,,,,
YLR218C,-0.037593576,0.914102412,,,,,,,
YML104C,0.019245524,0.93179188,,,,,,,
YBR229C,0.020676029,0.924378526,,,,,,,
YGL173C,-0.019037919,0.936703677,,,,,,,
YJR008W,-0.025456188,0.931522233,,,,,,,
YGL091C,-0.019296828,0.929927253,,,,,,,
YGR227W,0.019786492,0.934199896,,,,,,,
YKL125W,0.016731793,0.933660114,,,,,,,
YGR231C,0.020250851,0.937109456,,,,,,,
YNL022C,-0.023253188,0.928436529,,,,,,,
YDL132W,-0.020635944,0.937190225,,,,,,,
YOL107W,-0.02023552,0.926790285,,,,,,,
YKL029C,0.031185576,0.933506127,,,,,,,
YNL219C,0.0154296,0.940302794,,,,,,,
YPL196W,0.015477838,0.939091425,,,,,,,
YBL074C,0.027383578,0.924046869,,,,,,,
YMR301C,0.020168846,0.939799592,,,,,,,
YGR216C,-0.022721057,0.939091425,,,,,,,
YLR384C,-0.017390071,0.940302794,,,,,,,
YGL084C,-0.019055288,0.932746263,,,,,,,
YDR323C,0.024783159,0.936941545,,,,,,,
YBR269C,0.018733297,0.938350168,,,,,,,
YNL059C,0.015853809,0.941035503,,,,,,,
YDR083W,-0.02642358,0.939558177,,,,,,,
YML010W,-0.014189587,0.949011974,,,,,,,
YKR062W,-0.021688271,0.945443883,,,,,,,
YML093W,-0.026542606,0.941035503,,,,,,,
YPR117W,0.015874974,0.941349851,,,,,,,
YJR044C,0.015026214,0.949239059,,,,,,,
YOL021C,-0.014166966,0.947026418,,,,,,,
YBR074W,-0.017188554,0.946392435,,,,,,,
YDL153C,0.02091176,0.948425437,,,,,,,
YPR144C,-0.01727825,0.94269691,,,,,,,
YNL325C,-0.024526438,0.949011974,,,,,,,
YGR093W,-0.014749428,0.94913766,,,,,,,
YBR155W,0.022327907,0.953718797,,,,,,,
YDR289C,-0.012283003,0.957033878,,,,,,,
YOL013C,0.01490183,0.951859133,,,,,,,
YCL031C,0.011329607,0.960001137,,,,,,,
YNL251C,0.019483296,0.951859133,,,,,,,
YDR481C,0.011169279,0.961835936,,,,,,,
YDR214W,-0.021010178,0.957578375,,,,,,,
YGR163W,-0.011270032,0.957665817,,,,,,,
YLR401C,0.019269643,0.960092654,,,,,,,
YDR005C,0.012561483,0.961653329,,,,,,,
YCR066W,-0.01579452,0.957665817,,,,,,,
YKL028W,0.009782743,0.967551657,,,,,,,
YOR164C,0.01008391,0.967479608,,,,,,,
YDL060W,-0.014450428,0.963215304,,,,,,,
YDR255C,-0.022303326,0.962731336,,,,,,,
YHR113W,0.008658613,0.971013276,,,,,,,
YPL016W,-0.011444142,0.969449593,,,,,,,
YKL092C,-0.009850968,0.969449593,,,,,,,
YNL169C,-0.01367407,0.969449593,,,,,,,
YLR143W,0.009359423,0.976653106,,,,,,,
YGR257C,-0.008809667,0.975753995,,,,,,,
YBL035C,0.009371809,0.97476258,,,,,,,
YLR262C,-0.009221967,0.980762145,,,,,,,
YOR360C,0.011069966,0.978361297,,,,,,,
YPL042C,-0.009010988,0.982409558,,,,,,,
YMR029C,-0.005934495,0.984956356,,,,,,,
YLR193C,-0.006721642,0.98442824,,,,,,,
YNL126W,-0.008968755,0.98442824,,,,,,,
YIL003W,-0.009292553,0.978387727,,,,,,,
YKL189W,0.010644212,0.982192009,,,,,,,
YOR367W,0.007057777,0.98442824,,,,,,,
YOL038W,0.006505702,0.987009592,,,,,,,
YKL021C,0.006935416,0.984509836,,,,,,,
YNL139C,-0.006790456,0.987439684,,,,,,,
YNR029C,0.008090029,0.987194484,,,,,,,
YOR103C,-0.004918025,0.987439684,,,,,,,
YBR026C,-0.006046931,0.985777467,,,,,,,
YPR047W,0.006350276,0.989236574,,,,,,,
YNL313C,0.004912494,0.990542862,,,,,,,
YKR074W,-0.004411054,0.99048398,,,,,,,
YNL138W-A,0.007834717,0.990735712,,,,,,,
YDL087C,-0.009851023,0.989861212,,,,,,,
YPL060W,-0.006449311,0.992904844,,,,,,,
YDR244W,-0.00627236,0.992044643,,,,,,,
YJL014W,-0.003532395,0.994286391,,,,,,,
YIL125W,0.003863468,0.994004417,,,,,,,
YKL196C,0.002972093,0.996187666,,,,,,,
YER013W,-0.003511614,0.994286391,,,,,,,
YJR034W,0.004601902,0.999712024,,,,,,,
YOL146W,-0.005193898,0.997050876,,,,,,,
YER019C-A,0.002734922,0.998065968,,,,,,,
YOR056C,-0.002437714,0.996868057,,,,,,,
YLR005W,-0.002499428,0.998584176,,,,,,,
YPL082C,-0.002560575,0.998666385,,,,,,,
YJL197W,-0.00240536,0.998065968,,,,,,,
YML009C,0.002161524,0.998065968,,,,,,,
YLR405W,-0.003798353,0.998662697,,,,,,,
YPL101W,-0.002054626,0.998065968,,,,,,,
YPR082C,-0.003394981,0.999712024,,,,,,,
YHR172W,-0.002607023,0.998666385,,,,,,,
YOR093C,-0.002196011,1,,,,,,,
YOR336W,-0.002232503,1,,,,,,,
YLR009W,0.001664428,1,,,,,,,
YPL151C,0.001748576,1,,,,,,,
YHR170W,0.001416827,1,,,,,,,
YMR023C,-0.002038208,1,,,,,,,
YER168C,-0.000693341,1,,,,,,,
YOR074C,0.000679796,1,,,,,,,
YGL142C,0.000755952,1,,,,,,,
YGL178W,0.405172673,0.020543266,,,,,,,
YBR293W,-0.343056286,0.193449722,,,,,,,
YGR133W,0.111419023,0.692607543,,,,,,,
YLR354C,-1.047151163,7.98934E-07,,,,,,,
YPL212C,-0.613889768,1.99479E-06,,,,,,,
YKR097W,1.003791303,9.53228E-07,,,,,,,
YER086W,-0.787188672,0.000575603,,,,,,,
YBR189W,-0.898474633,0.001086182,,,,,,,
YNL328C,1.053951024,0.000575603,,,,,,,
YNL036W,-0.57545622,0.002521189,,,,,,,
YDR101C,-0.572537858,0.004667072,,,,,,,
YLR032W,0.391519187,0.006084335,,,,,,,
YEL046C,-0.496390574,0.009010091,,,,,,,
YBR237W,0.483879622,0.010754234,,,,,,,
YGR205W,0.464365172,0.00468128,,,,,,,
YNL212W,-0.444596782,0.020766888,,,,,,,
YFR007W,0.407291707,0.018555794,,,,,,,
YPL234C,-0.732466021,0.017393035,,,,,,,
YJL200C,-0.444830318,0.010796799,,,,,,,
YIR007W,0.472528571,0.011022166,,,,,,,
YHR207C,0.36721882,0.022463731,,,,,,,
YBR121C,-0.46017962,0.034864526,,,,,,,
YMR220W,-0.430255835,0.024948701,,,,,,,
YOR209C,-0.347719838,0.040677063,,,,,,,
YJR097W,0.56264572,0.024775276,,,,,,,
YOR021C,-0.398468237,0.018486937,,,,,,,
YKL146W,0.405727581,0.042050276,,,,,,,
YJR107W,0.439194677,0.024661677,,,,,,,
YHL011C,-0.392972896,0.041631751,,,,,,,
YNL227C,0.459512465,0.032781261,,,,,,,
YIL070C,-0.297532824,0.063455939,,,,,,,
YLR293C,-0.469472024,0.047634961,,,,,,,
YGL148W,-0.373958712,0.027936968,,,,,,,
YDR127W,-0.393159237,0.064290045,,,,,,,
YMR106C,0.402565476,0.021599865,,,,,,,
YMR113W,-0.315302324,0.079712867,,,,,,,
YDL171C,-0.614064055,0.044636169,,,,,,,
YIL031W,0.285897582,0.064542007,,,,,,,
YDR316W,0.338165364,0.085714958,,,,,,,
YEL040W,-0.864341917,0.001254543,,,,,,,
YOR288C,0.277516788,0.086599763,,,,,,,
YER099C,0.242657921,0.091601654,,,,,,,
YIL147C,0.2161309,0.149181073,,,,,,,
YDL209C,0.340020956,0.084424236,,,,,,,
YMR088C,-0.483858556,0.092464765,,,,,,,
YOL062C,-0.271470704,0.134491579,,,,,,,
YFL034C-B,0.358605611,0.11888993,,,,,,,
YBR084W,-0.339286427,0.135176887,,,,,,,
YKR066C,0.2700155,0.120188875,,,,,,,
YGL010W,0.251320918,0.134427914,,,,,,,
YDL006W,0.223170125,0.155602695,,,,,,,
YHR205W,0.276114359,0.191438833,,,,,,,
YLR324W,0.223808832,0.197093086,,,,,,,
YER070W,-0.323502957,0.177753598,,,,,,,
YDR051C,0.289047728,0.227229636,,,,,,,
YHR206W,0.220762936,0.208401446,,,,,,,
YPL152W,0.210003775,0.231908542,,,,,,,
YJR149W,0.254181681,0.121607513,,,,,,,
YDR116C,-0.177975079,0.284944846,,,,,,,
YJR096W,-0.309881392,0.236907174,,,,,,,
YNL229C,0.22355636,0.285656155,,,,,,,
YDR177W,-0.145565482,0.394064296,,,,,,,
YDR126W,0.171368341,0.323641825,,,,,,,
YKL084W,0.200786559,0.348984885,,,,,,,
YMR161W,0.180107962,0.361241753,,,,,,,
YIR012W,-0.170608957,0.336331471,,,,,,,
YLL048C,-0.231068608,0.328501814,,,,,,,
YDR297W,-0.159720986,0.377191674,,,,,,,
YPR125W,0.194985782,0.402703157,,,,,,,
YDL159W,0.150773434,0.388399115,,,,,,,
YLL057C,0.324524641,0.355117629,,,,,,,
YOR165W,-0.11754872,0.486404317,,,,,,,
YMR055C,-0.200789288,0.34666162,,,,,,,
YOR017W,0.101298756,0.520378668,,,,,,,
YNL181W,-0.109504334,0.473755151,,,,,,,
YNL192W,0.122822751,0.544616273,,,,,,,
YBL011W,-0.098421602,0.564323255,,,,,,,
YNR032W,0.101650793,0.535706197,,,,,,,
YDL146W,-0.249800775,0.559370945,,,,,,,
YLR361C,0.107883593,0.556704716,,,,,,,
YJL095W,0.088912764,0.608279427,,,,,,,
YGL037C,0.114276397,0.613701837,,,,,,,
YMR171C,0.078634001,0.642422476,,,,,,,
YDR313C,-0.099787065,0.646436043,,,,,,,
YMR166C,0.087787404,0.656132868,,,,,,,
YLR290C,0.116381948,0.628729996,,,,,,,
YDR400W,0.110661616,0.658389175,,,,,,,
YKL034W,0.061854338,0.717272744,,,,,,,
YBR287W,-0.10219967,0.708795935,,,,,,,
YOL147C,-0.104849592,0.707271703,,,,,,,
YLR439W,-0.075843262,0.683848874,,,,,,,
YLR417W,0.076201031,0.704160916,,,,,,,
YGR012W,-0.047733142,0.775776053,,,,,,,
YHR098C,-0.070820632,0.788553789,,,,,,,
YLR077W,-0.044402472,0.804644777,,,,,,,
YJR062C,-0.043998212,0.826510605,,,,,,,
YBR038W,0.041070171,0.839678543,,,,,,,
YHR032W,-0.040274137,0.854926621,,,,,,,
YOL066C,-0.029970121,0.866736268,,,,,,,
YLR006C,-0.031893059,0.875201385,,,,,,,
YPL072W,0.030174387,0.8806088,,,,,,,
YER065C,-0.051372415,0.871537364,,,,,,,
YLR427W,0.027140002,0.889610037,,,,,,,
YKL069W,-0.035011687,0.890120019,,,,,,,
YML014W,0.03296949,0.901806177,,,,,,,
YDR074W,-0.026164215,0.926112216,,,,,,,
YHR104W,0.020904833,0.938350168,,,,,,,
YPL126W,0.019313731,0.948425437,,,,,,,
YHR100C,-0.016864309,0.947824326,,,,,,,
YFR037C,-0.010170827,0.97131972,,,,,,,
YPR011C,-0.012194999,0.967551657,,,,,,,
YHR183W,-1.404097382,7.01712E-08,,,,,,,
YDR525W-A,-0.68556854,0.033561959,,,,,,,
YOL087C,0.279471708,0.083742016,,,,,,,
YOR320C,-0.237977261,0.101652372,,,,,,,
YPR152C,0.335763099,0.14655445,,,,,,,
YKR092C,-0.093289546,0.690700229,,,,,,,
YML008C,-1.040092916,5.37466E-09,,,,,,,
YER091C,-1.202022485,3.75338E-08,,,,,,,
YOL064C,-1.029319261,4.25463E-07,,,,,,,
YPR128C,-0.929662079,3.08122E-06,,,,,,,
YMR041C,0.664289165,4.25687E-06,,,,,,,
YER055C,-0.886206959,1.74974E-07,,,,,,,
YJR016C,-0.809040421,8.35132E-06,,,,,,,
YLR355C,-1.13942052,4.44254E-05,,,,,,,
YDR173C,0.7615576,7.70448E-05,,,,,,,
YMR062C,-1.038847036,4.75987E-07,,,,,,,
YGL225W,-0.94743398,0.00046954,,,,,,,
YJR137C,-0.643949986,0.000839547,,,,,,,
YER052C,-0.726014746,6.71362E-05,,,,,,,
YKR050W,0.516496612,0.001125063,,,,,,,
YOL140W,-1.154499542,4.70829E-05,,,,,,,
YDR502C,-1.046595481,0.000839547,,,,,,,
YGL026C,-0.775617096,0.000248306,,,,,,,
YKR069W,-0.65046266,0.000676854,,,,,,,
YHR154W,0.429511795,0.003463427,,,,,,,
YDR158W,-0.976061389,0.000403791,,,,,,,
YGR286C,-0.539417404,0.000887202,,,,,,,
YKL060C,-0.853011486,0.002749917,,,,,,,
YBR072W,-1.086150423,0.00122139,,,,,,,
YDR354W,-0.615218646,0.000842205,,,,,,,
YOR202W,-0.579375055,0.000530135,,,,,,,
YJR109C,-0.893381462,0.000337078,,,,,,,
YCL030C,-0.878805408,0.003139269,,,,,,,
YIL116W,-0.674036746,0.001360213,,,,,,,
YCR068W,0.430719161,0.010046125,,,,,,,
YMR108W,-0.473762352,0.007642905,,,,,,,
YDR237W,-0.830762716,0.00193455,,,,,,,
YNL032W,0.585657802,0.009760341,,,,,,,
YMR068W,0.395916346,0.019051826,,,,,,,
YFR021W,0.341706947,0.020313158,,,,,,,
YDR353W,-0.407222891,0.018555794,,,,,,,
YGL078C,-0.515865249,0.019864567,,,,,,,
YJR139C,-0.67863011,0.022684718,,,,,,,
YOR025W,0.340061147,0.020898507,,,,,,,
YBR256C,-0.798765086,0.009900097,,,,,,,
YDR468C,0.8187789,0.020065093,,,,,,,
YDR245W,-0.685982395,0.001099622,,,,,,,
YGL198W,-0.593005679,0.014788647,,,,,,,
YJR143C,-0.499688603,0.028258435,,,,,,,
YLR285W,0.415608667,0.024729637,,,,,,,
YBR282W,-0.278669203,0.044947113,,,,,,,
YDL001W,0.460031482,0.031491151,,,,,,,
YLR393W,0.422563658,0.024948701,,,,,,,
YLR420W,-0.327312997,0.018142849,,,,,,,
YER090W,-0.476317532,0.014870673,,,,,,,
YFL028C,-0.545356984,0.025971957,,,,,,,
YGR271C-A,-0.358684254,0.040776031,,,,,,,
YGR282C,-0.841369883,0.0377157,,,,,,,
YCL039W,0.48594621,0.02749951,,,,,,,
YJL012C,-0.377459892,0.045916542,,,,,,,
YKL211C,-0.528076464,0.006290911,,,,,,,
YDR191W,0.425702273,0.029977968,,,,,,,
YGL008C,-0.758171349,0.045341871,,,,,,,
YDL128W,-0.381896058,0.027128092,,,,,,,
YHR038W,-0.437045275,0.022471639,,,,,,,
YMR140W,0.291822888,0.059396791,,,,,,,
YFL016C,0.380305427,0.070380023,,,,,,,
YOR370C,0.274153139,0.092064677,,,,,,,
YPR062W,0.699329367,0.040108801,,,,,,,
YKL150W,-0.332721875,0.087323812,,,,,,,
YHR039C,-0.395354191,0.043783788,,,,,,,
YBR289W,0.436580609,0.066130527,,,,,,,
YOR283W,0.335459111,0.074418826,,,,,,,
YBR248C,-0.418632741,0.033813013,,,,,,,
YPR003C,0.262125054,0.094528683,,,,,,,
YDR032C,-0.373571028,0.09424696,,,,,,,
YIL096C,-0.330006947,0.064290045,,,,,,,
YML064C,0.582043811,0.09258014,,,,,,,
YNL224C,0.236538476,0.135176887,,,,,,,
YGL212W,0.321455284,0.111883696,,,,,,,
YGR215W,0.477144929,0.104791056,,,,,,,
YNL152W,0.299624834,0.124529691,,,,,,,
YNR037C,-0.263891656,0.140014111,,,,,,,
YGR149W,0.22728335,0.150353212,,,,,,,
YGR170W,0.246328086,0.138641101,,,,,,,
YMR099C,-0.267012406,0.145665572,,,,,,,
YOL143C,-0.24427849,0.11888993,,,,,,,
YHR134W,0.281834346,0.14208921,,,,,,,
YMR038C,-0.260968739,0.13660317,,,,,,,
YCL009C,-0.310865488,0.130796559,,,,,,,
YJR010W,-0.263359457,0.199910514,,,,,,,
YDL065C,0.221278115,0.198491408,,,,,,,
YJL096W,-0.182594648,0.231617815,,,,,,,
YJR095W,0.224382861,0.223364543,,,,,,,
YOR197W,0.210825273,0.227698624,,,,,,,
YMR155W,-0.195588482,0.207309748,,,,,,,
YLR015W,0.190482972,0.246147314,,,,,,,
YGL009C,-0.229769791,0.263404454,,,,,,,
YMR188C,0.283267602,0.236907174,,,,,,,
YDR487C,-0.217401594,0.171359231,,,,,,,
YBR281C,0.192980413,0.215347915,,,,,,,
YKL206C,-0.201457572,0.240516223,,,,,,,
YGL059W,-0.305655181,0.193767059,,,,,,,
YDL054C,-0.215316335,0.243802056,,,,,,,
YJR052W,0.206220003,0.22758857,,,,,,,
YLR137W,0.275192086,0.242641513,,,,,,,
YJL218W,0.472184309,0.160470092,,,,,,,
YIL020C,0.349587965,0.239278074,,,,,,,
YLL035W,0.178723205,0.293473026,,,,,,,
YHR009C,0.185977925,0.293473026,,,,,,,
YOR292C,-0.294133368,0.276750297,,,,,,,
YNL316C,-0.209911702,0.27929681,,,,,,,
YCL018W,-0.239617074,0.333412407,,,,,,,
YOR303W,-0.235093612,0.276887141,,,,,,,
YPL128C,0.230277295,0.322376608,,,,,,,
YNR033W,0.182667726,0.350916044,,,,,,,
YBR153W,-0.185008478,0.358142347,,,,,,,
YGL252C,-0.142651032,0.382596333,,,,,,,
YDR291W,0.1546363,0.303406709,,,,,,,
YNL256W,-0.161705352,0.356375342,,,,,,,
YEL055C,-0.159513436,0.357081297,,,,,,,
YPL115C,0.12534945,0.406262069,,,,,,,
YER142C,-0.197244158,0.38474001,,,,,,,
YNL011C,-0.231734913,0.340198678,,,,,,,
YKR043C,0.240174532,0.424612223,,,,,,,
YOR253W,-0.178930953,0.363207371,,,,,,,
YNL142W,-0.774154893,0.349153998,,,,,,,
YHR147C,-0.112578965,0.490990388,,,,,,,
YDL095W,-0.104132984,0.556314966,,,,,,,
YNL137C,0.149679164,0.534610654,,,,,,,
YLR220W,-0.1785845,0.559272574,,,,,,,
YGL140C,0.100083864,0.572643431,,,,,,,
YJR142W,-0.082151935,0.600718753,,,,,,,
YDR007W,-0.103443938,0.609088722,,,,,,,
YKL170W,-0.083703322,0.627629938,,,,,,,
YDL183C,-0.090915789,0.646436043,,,,,,,
YDL076C,0.095188831,0.638348863,,,,,,,
YBR271W,-0.109575069,0.586556259,,,,,,,
YDL111C,-0.090134609,0.642248918,,,,,,,
YDR414C,-0.132802032,0.585933013,,,,,,,
YGR144W,-0.242587026,0.60626852,,,,,,,
YDR041W,-0.10964599,0.648808353,,,,,,,
YMR250W,0.10536431,0.683204217,,,,,,,
YMR283C,-0.082681207,0.722593434,,,,,,,
YNL231C,0.075579918,0.707089677,,,,,,,
YIL010W,-0.058076303,0.749304106,,,,,,,
YOR131C,0.067050084,0.737941918,,,,,,,
YNL081C,0.063554652,0.713288754,,,,,,,
YLR115W,-0.051880204,0.777399206,,,,,,,
YMR262W,0.085465751,0.671817603,,,,,,,
YGL085W,-0.050064248,0.795795258,,,,,,,
YBL038W,-0.046868653,0.797773555,,,,,,,
YBR030W,0.052953943,0.804618406,,,,,,,
YFL004W,-0.043789784,0.813849141,,,,,,,
YBR176W,-0.047682484,0.831341647,,,,,,,
YMR287C,0.032872626,0.859668556,,,,,,,
YJR055W,0.0751436,0.793312018,,,,,,,
YPL155C,0.033568614,0.879452647,,,,,,,
YPR060C,-0.048269172,0.874700259,,,,,,,
YGL114W,0.029639982,0.879272637,,,,,,,
YML050W,0.044819394,0.874275926,,,,,,,
YKR024C,0.031838703,0.900677439,,,,,,,
YLR286C,-0.037515497,0.895655785,,,,,,,
YBL032W,0.025515527,0.906638132,,,,,,,
YDR175C,-0.023277764,0.915833517,,,,,,,
YJR113C,-0.02305066,0.914669848,,,,,,,
YBR126C,0.020144659,0.938350168,,,,,,,
YIL145C,-0.018003281,0.948001413,,,,,,,
YCL010C,-0.004353179,0.996842593,,,,,,,
YJL092W,-0.001207898,1,,,,,,,
YPR155C,-0.000750771,1,,,,,,,
YOR380W,0.17519352,0.355870698,,,,,,,
YPR007C,0.699551957,0.000266371,,,,,,,
YOL061W,-0.337460802,0.088513314,,,,,,,
YMR021C,0.248976062,0.098583017,,,,,,,
YOR191W,0.229123904,0.136860286,,,,,,,
YLR256W,-0.282524244,0.136748228,,,,,,,
YDR034C,0.166324996,0.301462712,,,,,,,
YGL126W,-0.196905225,0.197177659,,,,,,,
YGL250W,-0.215170319,0.358142347,,,,,,,
YJL081C,-0.140799677,0.420263271,,,,,,,
YIL154C,0.202017764,0.556382429,,,,,,,
YKL073W,-0.089206028,0.568582644,,,,,,,
YHR178W,0.136174966,0.470306207,,,,,,,
YNR051C,0.140877353,0.61394816,,,,,,,
YLR073C,0.128854868,0.737065691,,,,,,,
YGR053C,-0.094580059,0.763332924,,,,,,,
YNL073W,0.027784765,0.883291346,,,,,,,
YKL055C,0.084708677,0.919069692,,,,,,,
YGR225W,1.107057573,1.01666E-09,,,,,,,
YLR303W,-0.866406172,1.74616E-05,,,,,,,
YDL198C,-0.682616365,1.93733E-06,,,,,,,
YHR071W,-1.082229515,3.11718E-07,,,,,,,
YLR419W,0.594481549,0.000273736,,,,,,,
YBR249C,-0.849613558,7.29044E-06,,,,,,,
YIL039W,-0.537911241,0.000577867,,,,,,,
YOR130C,-1.102552972,8.05534E-05,,,,,,,
YGL131C,0.598535327,4.36045E-05,,,,,,,
YHR082C,0.516858567,0.000744791,,,,,,,
YPL231W,-0.929299664,0.000266152,,,,,,,
YKL182W,-1.070273666,0.000299776,,,,,,,
YFL033C,0.483866471,0.000879648,,,,,,,
YHL024W,0.591714639,0.001077349,,,,,,,
YBR162C,-0.796436313,0.001283645,,,,,,,
YBR106W,-1.191021701,0.000613037,,,,,,,
YCR008W,0.555273709,0.00193455,,,,,,,
YPL265W,1.710627642,5.75896E-15,,,,,,,
YLR149C,0.645747066,0.001868849,,,,,,,
YGL012W,-0.903592336,0.000487327,,,,,,,
YNL321W,0.566576018,0.000756324,,,,,,,
YBR239C,0.718467809,0.000887202,,,,,,,
YOR348C,-0.69198984,0.000464923,,,,,,,
YLR326W,0.801419943,0.001730557,,,,,,,
YPR022C,0.592922411,0.002586655,,,,,,,
YDR169C,0.775583885,0.00219241,,,,,,,
YGR230W,0.52858283,0.000900428,,,,,,,
YBL034C,0.394139667,0.004279322,,,,,,,
YOR075W,0.468720858,0.003463427,,,,,,,
YDL035C,0.525004173,0.002542741,,,,,,,
YHR142W,-0.528413496,0.002706449,,,,,,,
YHR063C,-0.506715706,0.003078588,,,,,,,
YHR202W,0.493976945,0.002469177,,,,,,,
YCR060W,0.458435166,0.006728141,,,,,,,
YGL184C,-0.725795823,0.000626573,,,,,,,
YCR079W,0.632894201,0.003125765,,,,,,,
YDL212W,-0.775968889,0.00491541,,,,,,,
YFR030W,-0.548541049,0.008384884,,,,,,,
YKL128C,-0.510200329,0.005466956,,,,,,,
YJR144W,-0.488449194,0.003993332,,,,,,,
YPL184C,-0.370152932,0.008106878,,,,,,,
YKL006C-A,-0.71721468,0.004950944,,,,,,,
YKL188C,0.451187806,0.004912427,,,,,,,
YLR345W,0.513124141,0.010678335,,,,,,,
YBR151W,0.762172476,0.007576569,,,,,,,
YGR268C,0.739498315,0.006205138,,,,,,,
YJR101W,-0.625394992,0.007027423,,,,,,,
YIL101C,0.841934926,0.007779913,,,,,,,
YNL014W,0.71622839,0.00310347,,,,,,,
YML076C,0.430266441,0.007779913,,,,,,,
YGR088W,-1.506177457,4.66032E-06,,,,,,,
YIL107C,0.492823019,0.012236751,,,,,,,
YHR191C,0.881944762,0.008743468,,,,,,,
YBL051C,0.790251178,0.008660948,,,,,,,
YFR016C,0.702310537,0.010247925,,,,,,,
YNL091W,0.477559122,0.015347111,,,,,,,
YOR223W,0.591536379,0.009816336,,,,,,,
YBR215W,0.42101461,0.007901839,,,,,,,
YER026C,-0.496500686,0.012611173,,,,,,,
YGR281W,0.369483678,0.015058446,,,,,,,
YPR049C,0.330868058,0.017562868,,,,,,,
YOR311C,-0.450540803,0.013641116,,,,,,,
YAL039C,0.481727282,0.006906624,,,,,,,
YDR100W,-0.44948436,0.016173129,,,,,,,
YDL139C,0.55238931,0.008660948,,,,,,,
YLR309C,0.383375302,0.019295117,,,,,,,
YNL217W,0.497072955,0.018221284,,,,,,,
YOR155C,-0.338694226,0.021158964,,,,,,,
YOL078W,0.48820817,0.013920082,,,,,,,
YKR080W,-0.572593223,0.010730186,,,,,,,
YLR047C,0.48156541,0.008598157,,,,,,,
YBR115C,-0.566053438,0.006728141,,,,,,,
YKL070W,1.376132154,0.00278265,,,,,,,
YKL089W,0.541367579,0.018206518,,,,,,,
YHL028W,1.049081335,0.00961622,,,,,,,
YMR280C,0.403596632,0.011203701,,,,,,,
YLR182W,0.362805543,0.026684307,,,,,,,
YCR028C-A,-0.566897242,0.020797785,,,,,,,
YLR278C,0.482918778,0.01830252,,,,,,,
YAL013W,0.874425202,0.016690584,,,,,,,
YML128C,-0.663725501,0.003076212,,,,,,,
YGL186C,-0.443653102,0.02075243,,,,,,,
YHR114W,0.581597914,0.018221284,,,,,,,
YLR150W,-0.578401417,0.021237162,,,,,,,
YNR021W,-0.967186585,0.019613967,,,,,,,
YGL203C,0.593652076,0.02271786,,,,,,,
YIL099W,0.516212484,0.004279322,,,,,,,
YJL204C,0.374574987,0.023431367,,,,,,,
YNL054W,0.408665601,0.027212995,,,,,,,
YBR279W,0.705161183,0.023390699,,,,,,,
YAR014C,0.422809075,0.027499165,,,,,,,
YBR166C,-0.367470425,0.008106878,,,,,,,
YMR241W,-0.682803598,0.020663197,,,,,,,
YDL133W,0.376532686,0.024948701,,,,,,,
YKR065C,-0.357135558,0.028265883,,,,,,,
YGL136C,0.30803729,0.031228356,,,,,,,
YNL191W,0.462625301,0.027468437,,,,,,,
YDR536W,-1.965098028,0.001939828,,,,,,,
YBR081C,0.410741364,0.027239297,,,,,,,
YBR132C,0.344652737,0.037366096,,,,,,,
YFL047W,0.458825704,0.025358875,,,,,,,
YJL157C,0.425699517,0.013684446,,,,,,,
YEL023C,0.337899675,0.031535823,,,,,,,
YHR005C,0.355948039,0.037453408,,,,,,,
YER145C,-0.540318193,0.013238036,,,,,,,
YFL010C,0.660854561,0.02380263,,,,,,,
YCR084C,0.580151151,0.033319669,,,,,,,
YPL153C,0.452206074,0.032582088,,,,,,,
YOR113W,0.702481696,0.030831256,,,,,,,
YDR035W,-0.742731651,0.002064176,,,,,,,
YNL277W,0.381248736,0.049351943,,,,,,,
YFL026W,-0.399089655,0.025373612,,,,,,,
YML020W,0.446737825,0.03606604,,,,,,,
YOR023C,0.589275841,0.036297677,,,,,,,
YJL163C,0.46844954,0.029356647,,,,,,,
YJL090C,0.474442432,0.036179618,,,,,,,
YJR098C,0.465685125,0.020331253,,,,,,,
YGR174C,0.836047287,0.035149551,,,,,,,
YMR071C,-0.590022515,0.031497983,,,,,,,
YPL226W,-0.47404726,0.044838422,,,,,,,
YHR045W,-0.471368748,0.038740914,,,,,,,
YBR056W,-0.455707572,0.048289765,,,,,,,
